Number of frames: 1000
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z
242,-190.077102661,-325.229034424,-2474.628417969,-195.107879639,-21.475730896,-2461.434570313,-318.909759521,-35.246513367,-2183.831054688,-223.387557983,-340.616119385,-2155.953369141,
243,-190.072952271,-325.227172852,-2474.611328125,-195.100662231,-21.474779129,-2461.430175781,-318.907623291,-35.246795654,-2183.835449219,-223.388763428,-340.617279053,-2155.961181641,
244,-190.076812744,-325.228057861,-2474.630859375,-195.105407715,-21.474426270,-2461.437500000,-318.906890869,-35.247501373,-2183.833740234,-223.387100220,-340.614685059,-2155.947509766,
245,-190.075103760,-325.227294922,-2474.613037109,-195.107955933,-21.473640442,-2461.431152344,-318.907684326,-35.247230530,-2183.829101563,-223.387878418,-340.616180420,-2155.955078125,
246,-190.077346802,-325.229339600,-2474.607421875,-195.102432251,-21.476980209,-2461.442138672,-318.905273438,-35.247905731,-2183.831542969,-223.388305664,-340.618560791,-2155.958007813,
247,-190.077301025,-325.229522705,-2474.610595703,-195.098129272,-21.477237701,-2461.431152344,-318.900848389,-35.247489929,-2183.823730469,-223.387329102,-340.620574951,-2155.951416016,
248,-190.078445435,-325.231018066,-2474.613525391,-195.102706909,-21.477724075,-2461.433105469,-318.904846191,-35.248970032,-2183.834716797,-223.388351440,-340.621063232,-2155.948486328,
249,-190.084197998,-325.231750488,-2474.627685547,-195.106445313,-21.478372574,-2461.438232422,-318.907745361,-35.247306824,-2183.833007813,-223.390319824,-340.620697021,-2155.949951172,
250,-190.085678101,-325.231018066,-2474.640136719,-195.101913452,-21.476976395,-2461.432373047,-318.905792236,-35.248043060,-2183.836914063,-223.387710571,-340.620086670,-2155.941650391,
251,-190.078994751,-325.230316162,-2474.631591797,-195.100875854,-21.478738785,-2461.432861328,-318.904815674,-35.247119904,-2183.838378906,-223.385910034,-340.619903564,-2155.946044922,
252,-190.082489014,-325.228851318,-2474.630859375,-195.106826782,-21.476079941,-2461.438476563,-318.908264160,-35.245693207,-2183.844726563,-223.387847900,-340.618896484,-2155.947021484,
253,-190.084442139,-325.230163574,-2474.633789063,-195.104370117,-21.477403641,-2461.439208984,-318.907348633,-35.245880127,-2183.848144531,-223.389923096,-340.619232178,-2155.950195313,
254,-190.081451416,-325.231323242,-2474.643310547,-195.099594116,-21.477247238,-2461.438232422,-318.902496338,-35.245666504,-2183.836669922,-223.388931274,-340.620330811,-2155.945800781,
255,-190.077270508,-325.231201172,-2474.631591797,-195.100616455,-21.476034164,-2461.430664063,-318.903625488,-35.247066498,-2183.842529297,-223.383926392,-340.619995117,-2155.943847656,
256,-190.080871582,-325.231628418,-2474.634521484,-195.107894897,-21.476415634,-2461.442871094,-318.905578613,-35.249118805,-2183.833007813,-223.387771606,-340.620300293,-2155.946044922,
257,-190.084152222,-325.230346680,-2474.620117188,-195.107101440,-21.477746964,-2461.435058594,-318.905395508,-35.250396729,-2183.819580078,-223.388717651,-340.620941162,-2155.941894531,
258,-190.082427979,-325.229400635,-2474.637207031,-195.107177734,-21.477846146,-2461.432617188,-318.908020020,-35.249794006,-2183.819091797,-223.390151978,-340.620819092,-2155.938720703,
259,-190.083114624,-325.229217529,-2474.630615234,-195.108734131,-21.478561401,-2461.431640625,-318.908477783,-35.249881744,-2183.821044922,-223.391723633,-340.622467041,-2155.949218750,
260,-190.081451416,-325.229675293,-2474.635253906,-195.109390259,-21.478435516,-2461.420654297,-318.907012939,-35.250099182,-2183.818847656,-223.390182495,-340.619567871,-2155.947021484,
261,-190.079940796,-325.229003906,-2474.630859375,-195.107315063,-21.481105804,-2461.412597656,-318.903503418,-35.250076294,-2183.814941406,-223.389907837,-340.620208740,-2155.951416016,
262,-190.074768066,-325.230773926,-2474.637207031,-195.099761963,-21.480545044,-2461.398193359,-318.898773193,-35.250553131,-2183.820556641,-223.386444092,-340.619323730,-2155.949218750,
263,-190.072555542,-325.227294922,-2474.622802734,-195.098770142,-21.482229233,-2461.400634766,-318.898315430,-35.250804901,-2183.819091797,-223.385208130,-340.619873047,-2155.953369141,
264,-190.071868896,-325.229797363,-2474.623291016,-195.102767944,-21.482278824,-2461.403076172,-318.898254395,-35.250953674,-2183.816406250,-223.384246826,-340.617584229,-2155.951416016,
265,-190.077758789,-325.231170654,-2474.627197266,-195.100524902,-21.483057022,-2461.405517578,-318.899291992,-35.251583099,-2183.810058594,-223.386825562,-340.617858887,-2155.954589844,
266,-190.077804565,-325.229339600,-2474.612548828,-195.101745605,-21.482192993,-2461.410644531,-318.903350830,-35.252887726,-2183.811279297,-223.390731812,-340.619201660,-2155.956542969,
267,-190.077346802,-325.229461670,-2474.613525391,-195.110061646,-21.477758408,-2461.416748047,-318.904541016,-35.251815796,-2183.804199219,-223.389999390,-340.619537354,-2155.954833984,
268,-190.077835083,-325.232757568,-2474.619628906,-195.108856201,-21.478115082,-2461.427734375,-318.903625488,-35.252063751,-2183.809082031,-223.389755249,-340.618530273,-2155.958740234,
269,-190.075378418,-325.229522705,-2474.610595703,-195.102645874,-21.474395752,-2461.431152344,-318.900024414,-35.251186371,-2183.796142578,-223.387466431,-340.618286133,-2155.955322266,
270,-190.075347900,-325.232604980,-2474.616943359,-195.103927612,-21.473890305,-2461.431396484,-318.902252197,-35.250526428,-2183.806884766,-223.385162354,-340.618225098,-2155.958740234,
271,-190.069503784,-325.233520508,-2474.597412109,-195.107421875,-21.471115112,-2461.443847656,-318.902679443,-35.250144958,-2183.806396484,-223.383834839,-340.616729736,-2155.957031250,
272,-190.073730469,-325.231323242,-2474.605224609,-195.109970093,-21.471996307,-2461.446289063,-318.906005859,-35.250759125,-2183.804687500,-223.387100220,-340.617309570,-2155.954101563,
273,-190.072601318,-325.231384277,-2474.585449219,-195.109100342,-21.473220825,-2461.452392578,-318.907867432,-35.250003815,-2183.802490234,-223.388290405,-340.617584229,-2155.955566406,
274,-190.071624756,-325.229827881,-2474.583740234,-195.114990234,-21.472043991,-2461.451660156,-318.911834717,-35.251117706,-2183.798828125,-223.391204834,-340.617340088,-2155.964599609,
275,-190.074264526,-325.234069824,-2474.596191406,-195.115325928,-21.471858978,-2461.451416016,-318.911163330,-35.254676819,-2183.790283203,-223.392318726,-340.617095947,-2155.965332031,
276,-190.071929932,-325.230743408,-2474.585205078,-195.108917236,-21.473201752,-2461.462402344,-318.912200928,-35.255035400,-2183.788818359,-223.394149780,-340.617767334,-2155.963378906,
277,-190.073547363,-325.233886719,-2474.592773438,-195.107772827,-21.472530365,-2461.462890625,-318.910675049,-35.257164001,-2183.789062500,-223.391235352,-340.618957520,-2155.965332031,
278,-190.065963745,-325.233306885,-2474.577148438,-195.110275269,-21.471778870,-2461.467041016,-318.908233643,-35.256053925,-2183.778564453,-223.388244629,-340.617797852,-2155.967041016,
279,-190.068069458,-325.234436035,-2474.598876953,-195.108886719,-21.471237183,-2461.472656250,-318.907836914,-35.257644653,-2183.775878906,-223.389877319,-340.618164063,-2155.964111328,
280,-190.066101074,-325.232757568,-2474.570556641,-195.107574463,-21.470582962,-2461.466064453,-318.909210205,-35.257125854,-2183.779052734,-223.387481689,-340.618988037,-2155.960205078,
281,-190.070129395,-325.231567383,-2474.574707031,-195.115478516,-21.469760895,-2461.462402344,-318.913482666,-35.254219055,-2183.782226563,-223.389617920,-340.616699219,-2155.958496094,
282,-190.070693970,-325.231323242,-2474.571044922,-195.115737915,-21.471698761,-2461.473632813,-318.913818359,-35.253993988,-2183.797851563,-223.389648438,-340.617553711,-2155.958007813,
283,-190.075942993,-325.232879639,-2474.580078125,-195.113525391,-21.471433640,-2461.469726563,-318.916107178,-35.250003815,-2183.803466797,-223.393066406,-340.618591309,-2155.956787109,
284,-190.071868896,-325.233337402,-2474.574462891,-195.110214233,-21.471151352,-2461.469970703,-318.915008545,-35.250579834,-2183.818359375,-223.390182495,-340.617706299,-2155.957763672,
285,-190.067962646,-325.232025146,-2474.575927734,-195.109283447,-21.470418930,-2461.468261719,-318.911834717,-35.250728607,-2183.819335938,-223.389205933,-340.618347168,-2155.950439453,
286,-190.068908691,-325.233276367,-2474.588623047,-195.107864380,-21.471473694,-2461.464111328,-318.908538818,-35.250968933,-2183.814697266,-223.388305664,-340.617523193,-2155.942382813,
287,-190.068054199,-325.231018066,-2474.566406250,-195.106002808,-21.471916199,-2461.455322266,-318.907623291,-35.252490997,-2183.804199219,-223.391128540,-340.619506836,-2155.954101563,
288,-190.067352295,-325.235076904,-2474.561767578,-195.106643677,-21.472555161,-2461.472656250,-318.905914307,-35.254348755,-2183.795166016,-223.389495850,-340.619659424,-2155.957031250,
289,-190.069168091,-325.229461670,-2474.576660156,-195.107635498,-21.473072052,-2461.470214844,-318.904174805,-35.255317688,-2183.797607422,-223.389053345,-340.620025635,-2155.954101563,
290,-190.067993164,-325.229858398,-2474.569580078,-195.109390259,-21.471010208,-2461.473144531,-318.904510498,-35.257007599,-2183.777587891,-223.388198853,-340.618713379,-2155.943603516,
291,-190.076690674,-325.231811523,-2474.603515625,-195.106140137,-21.470491409,-2461.469726563,-318.905303955,-35.259109497,-2183.770751953,-223.390594482,-340.619964600,-2155.950195313,
292,-190.073287964,-325.229949951,-2474.602050781,-195.108383179,-21.469882965,-2461.465087891,-318.903045654,-35.261272430,-2183.758056641,-223.390869141,-340.619567871,-2155.953125000,
293,-190.071472168,-325.228485107,-2474.590332031,-195.108718872,-21.471237183,-2461.475830078,-318.899993896,-35.262119293,-2183.756591797,-223.389083862,-340.618957520,-2155.948242188,
294,-190.074401855,-325.227508545,-2474.600341797,-195.110702515,-21.470438004,-2461.473632813,-318.903778076,-35.257717133,-2183.777832031,-223.389053345,-340.617004395,-2155.943359375,
295,-190.078720093,-325.226654053,-2474.610351563,-195.111541748,-21.471019745,-2461.470703125,-318.910430908,-35.253608704,-2183.808837891,-223.391433716,-340.617675781,-2155.944580078,
296,-190.080535889,-325.225891113,-2474.598144531,-195.116653442,-21.471385956,-2461.474853516,-318.909790039,-35.251335144,-2183.813964844,-223.392501831,-340.618072510,-2155.943115234,
297,-190.079895020,-325.229492188,-2474.630371094,-195.120330811,-21.468708038,-2461.484863281,-318.906646729,-35.252368927,-2183.810791016,-223.389938354,-340.617828369,-2155.947265625,
298,-190.080932617,-325.231231689,-2474.628173828,-195.120910645,-21.470808029,-2461.473876953,-318.903991699,-35.254936218,-2183.795898438,-223.391799927,-340.618804932,-2155.945556641,
299,-190.083328247,-325.228393555,-2474.635986328,-195.124465942,-21.470865250,-2461.477783203,-318.908203125,-35.254528046,-2183.798583984,-223.395111084,-340.618865967,-2155.943603516,
300,-190.080612183,-325.229064941,-2474.626708984,-195.125900269,-21.470392227,-2461.469726563,-318.906585693,-35.251941681,-2183.799316406,-223.394165039,-340.618804932,-2155.947753906,
301,-190.076278687,-325.229064941,-2474.639404297,-195.119369507,-21.473806381,-2461.469238281,-318.904388428,-35.252231598,-2183.810546875,-223.389266968,-340.616882324,-2155.944091797,
302,-190.072845459,-325.227600098,-2474.630126953,-195.112350464,-21.473026276,-2461.466064453,-318.905822754,-35.250282288,-2183.821777344,-223.387695313,-340.618621826,-2155.949707031,
303,-190.078201294,-325.231414795,-2474.629394531,-195.115417480,-21.471349716,-2461.454589844,-318.911468506,-35.249683380,-2183.824218750,-223.392044067,-340.619140625,-2155.946533203,
304,-190.073257446,-325.229309082,-2474.618652344,-195.116973877,-21.475055695,-2461.453857422,-318.915802002,-35.248767853,-2183.831054688,-223.391586304,-340.617645264,-2155.943847656,
305,-190.070358276,-325.227996826,-2474.610595703,-195.112335205,-21.475528717,-2461.453369141,-318.915466309,-35.247573853,-2183.840087891,-223.390777588,-340.617797852,-2155.947753906,
306,-190.070648193,-325.228149414,-2474.613281250,-195.103958130,-21.476245880,-2461.452392578,-318.916107178,-35.247135162,-2183.833740234,-223.388244629,-340.618652344,-2155.946289063,
307,-190.072952271,-325.229400635,-2474.603759766,-195.106903076,-21.476903915,-2461.449707031,-318.919616699,-35.246875763,-2183.827636719,-223.390060425,-340.617187500,-2155.941406250,
308,-190.069534302,-325.228668213,-2474.594726563,-195.106201172,-21.475280762,-2461.446533203,-318.921051025,-35.246757507,-2183.833984375,-223.388351440,-340.617340088,-2155.941162109,
309,-190.065383911,-325.227600098,-2474.583740234,-195.100173950,-21.474737167,-2461.446777344,-318.916229248,-35.246417999,-2183.825683594,-223.384719849,-340.616943359,-2155.940429688,
310,-190.062469482,-325.229461670,-2474.594238281,-195.096908569,-21.477483749,-2461.439697266,-318.913604736,-35.246250153,-2183.830566406,-223.382705688,-340.618774414,-2155.939941406,
311,-190.063110352,-325.229522705,-2474.593017578,-195.103713989,-21.475149155,-2461.447998047,-318.918243408,-35.246227264,-2183.838867188,-223.384140015,-340.617797852,-2155.943359375,
312,-190.063125610,-325.231933594,-2474.595458984,-195.106079102,-21.476789474,-2461.440429688,-318.918762207,-35.245876312,-2183.841796875,-223.386444092,-340.618286133,-2155.943603516,
313,-190.061752319,-325.229339600,-2474.586181641,-195.101669312,-21.476125717,-2461.442871094,-318.915100098,-35.244705200,-2183.838134766,-223.384933472,-340.617980957,-2155.948730469,
314,-190.063781738,-325.228637695,-2474.579101563,-195.102401733,-21.479503632,-2461.441894531,-318.914520264,-35.246292114,-2183.841308594,-223.382385254,-340.618957520,-2155.946289063,
315,-190.063644409,-325.231506348,-2474.591552734,-195.103057861,-21.477407455,-2461.446533203,-318.913177490,-35.247314453,-2183.839843750,-223.381149292,-340.619049072,-2155.946044922,
316,-190.065399170,-325.230377197,-2474.589599609,-195.104461670,-21.476829529,-2461.449462891,-318.914031982,-35.247257233,-2183.835693359,-223.383438110,-340.620483398,-2155.949218750,
317,-190.060363770,-325.230560303,-2474.590576172,-195.101959229,-21.474477768,-2461.461181641,-318.910980225,-35.249343872,-2183.829833984,-223.381744385,-340.619232178,-2155.941406250,
318,-190.062667847,-325.234375000,-2474.593994141,-195.105804443,-21.472850800,-2461.459716797,-318.912567139,-35.249481201,-2183.828857422,-223.383407593,-340.620971680,-2155.938720703,
319,-190.061843872,-325.230773926,-2474.567871094,-195.109573364,-21.472837448,-2461.462890625,-318.913574219,-35.249149323,-2183.825927734,-223.384704590,-340.620147705,-2155.930908203,
320,-190.067459106,-325.234375000,-2474.598144531,-195.112075806,-21.473016739,-2461.464843750,-318.913696289,-35.250015259,-2183.818847656,-223.386337280,-340.620819092,-2155.940673828,
321,-190.067169189,-325.231719971,-2474.584960938,-195.115798950,-21.473340988,-2461.473144531,-318.914367676,-35.250694275,-2183.816162109,-223.388671875,-340.620269775,-2155.938476563,
322,-190.068283081,-325.232116699,-2474.569335938,-195.115783691,-21.473133087,-2461.476562500,-318.917266846,-35.251525879,-2183.816894531,-223.390960693,-340.621093750,-2155.942626953,
323,-190.067077637,-325.234497070,-2474.569091797,-195.118667603,-21.470808029,-2461.480957031,-318.917449951,-35.252002716,-2183.827148438,-223.391525269,-340.621520996,-2155.945068359,
324,-190.062194824,-325.234100342,-2474.576904297,-195.113616943,-21.469940186,-2461.480957031,-318.912109375,-35.251834869,-2183.820800781,-223.389297485,-340.619293213,-2155.947753906,
325,-190.067886353,-325.235015869,-2474.575927734,-195.115264893,-21.470653534,-2461.489257813,-318.914093018,-35.251804352,-2183.822753906,-223.390670776,-340.620941162,-2155.952392578,
326,-190.070281982,-325.235351563,-2474.590576172,-195.119140625,-21.470539093,-2461.494873047,-318.915161133,-35.253219604,-2183.815917969,-223.392013550,-340.622802734,-2155.952148438,
327,-190.072769165,-325.235626221,-2474.573974609,-195.120864868,-21.472068787,-2461.484863281,-318.917053223,-35.252517700,-2183.823974609,-223.390762329,-340.621765137,-2155.951660156,
328,-190.070755005,-325.234893799,-2474.573974609,-195.117202759,-21.471778870,-2461.484130859,-318.914550781,-35.251087189,-2183.825195313,-223.389328003,-340.622039795,-2155.951171875,
329,-190.074356079,-325.234405518,-2474.582031250,-195.110397339,-21.472475052,-2461.460937500,-318.915802002,-35.251361847,-2183.834472656,-223.388076782,-340.621215820,-2155.948242188,
330,-190.071273804,-325.237030029,-2474.566162109,-195.111709595,-21.472366333,-2461.461425781,-318.915100098,-35.250949860,-2183.825683594,-223.389373779,-340.621856689,-2155.948242188,
331,-190.070251465,-325.234008789,-2474.564941406,-195.110092163,-21.473169327,-2461.454589844,-318.915527344,-35.250926971,-2183.839355469,-223.387145996,-340.620910645,-2155.947998047,
332,-190.069580078,-325.235595703,-2474.560791016,-195.103683472,-21.475574493,-2461.455566406,-318.911956787,-35.247772217,-2183.837158203,-223.385055542,-340.620819092,-2155.949462891,
333,-190.067916870,-325.236633301,-2474.566406250,-195.099197388,-21.474870682,-2461.452636719,-318.910064697,-35.246807098,-2183.838623047,-223.382537842,-340.621582031,-2155.943603516,
334,-190.068038940,-325.233917236,-2474.569580078,-195.104797363,-21.475625992,-2461.456054688,-318.910949707,-35.247741699,-2183.832031250,-223.386596680,-340.618988037,-2155.939453125,
335,-190.067749023,-325.235992432,-2474.567871094,-195.106109619,-21.475397110,-2461.446533203,-318.911041260,-35.247001648,-2183.837402344,-223.384750366,-340.617584229,-2155.937255859,
336,-190.064300537,-325.234558105,-2474.550292969,-195.097335815,-21.475154877,-2461.450683594,-318.909973145,-35.245681763,-2183.842041016,-223.384902954,-340.620635986,-2155.936767578,
337,-190.061096191,-325.233337402,-2474.545654297,-195.098892212,-21.476585388,-2461.443115234,-318.907470703,-35.247257233,-2183.838867188,-223.386657715,-340.621337891,-2155.944580078,
338,-190.062774658,-325.236114502,-2474.560302734,-195.106033325,-21.477479935,-2461.452392578,-318.907592773,-35.245620728,-2183.838134766,-223.386917114,-340.620574951,-2155.947998047,
339,-190.061340332,-325.234436035,-2474.535400391,-195.104202271,-21.475860596,-2461.440673828,-318.905883789,-35.246597290,-2183.839599609,-223.388656616,-340.619018555,-2155.955078125,
340,-190.061004639,-325.233978271,-2474.540527344,-195.097915649,-21.476573944,-2461.451171875,-318.906036377,-35.247066498,-2183.835693359,-223.388015747,-340.620666504,-2155.954101563,
341,-190.064102173,-325.234283447,-2474.545166016,-195.106124878,-21.474861145,-2461.455810547,-318.907867432,-35.248203278,-2183.837646484,-223.391204834,-340.620452881,-2155.965820313,
342,-190.066619873,-325.236175537,-2474.552978516,-195.111083984,-21.475891113,-2461.455566406,-318.908874512,-35.247859955,-2183.834960938,-223.391815186,-340.617950439,-2155.980957031,
343,-190.071380615,-325.237365723,-2474.548095703,-195.108825684,-21.474763870,-2461.463623047,-318.909576416,-35.250957489,-2183.830810547,-223.396240234,-340.620574951,-2155.986083984,
344,-190.071807861,-325.236541748,-2474.528564453,-195.108154297,-21.474056244,-2461.465576172,-318.910339355,-35.248725891,-2183.827636719,-223.396774292,-340.619659424,-2155.986816406,
345,-190.073898315,-325.235137939,-2474.531005859,-195.112625122,-21.474569321,-2461.461669922,-318.912658691,-35.250095367,-2183.829589844,-223.399475098,-340.618896484,-2155.984130859,
346,-190.074157715,-325.235656738,-2474.545166016,-195.114212036,-21.475210190,-2461.459960938,-318.912139893,-35.250457764,-2183.827148438,-223.400451660,-340.618927002,-2155.981201172,
347,-190.075592041,-325.235687256,-2474.544921875,-195.107894897,-21.475057602,-2461.459960938,-318.911041260,-35.251266479,-2183.828613281,-223.400894165,-340.619201660,-2155.983154297,
348,-190.073959351,-325.233947754,-2474.554931641,-195.107650757,-21.474527359,-2461.472656250,-318.909973145,-35.251033783,-2183.830078125,-223.401199341,-340.620819092,-2155.981201172,
349,-190.075485229,-325.236877441,-2474.566406250,-195.113296509,-21.475126266,-2461.480224609,-318.912261963,-35.250080109,-2183.833007813,-223.399551392,-340.619201660,-2155.990478516,
350,-190.075958252,-325.231872559,-2474.563476563,-195.108230591,-21.472787857,-2461.475585938,-318.911590576,-35.249393463,-2183.839599609,-223.402587891,-340.619995117,-2155.990966797,
351,-190.078399658,-325.233428955,-2474.570312500,-195.107070923,-21.472917557,-2461.478027344,-318.913818359,-35.249301910,-2183.841552734,-223.401473999,-340.620239258,-2155.984863281,
352,-190.078811646,-325.236755371,-2474.581298828,-195.109344482,-21.473134995,-2461.481689453,-318.910430908,-35.250648499,-2183.838378906,-223.398452759,-340.617340088,-2155.990966797,
353,-190.075622559,-325.236358643,-2474.582763672,-195.109573364,-21.473232269,-2461.482177734,-318.909271240,-35.251605988,-2183.827636719,-223.399612427,-340.619140625,-2155.987060547,
354,-190.072433472,-325.232757568,-2474.573486328,-195.103164673,-21.471696854,-2461.479736328,-318.906829834,-35.252307892,-2183.823242188,-223.396682739,-340.619720459,-2155.984130859,
355,-190.067550659,-325.235748291,-2474.569091797,-195.102615356,-21.472381592,-2461.478515625,-318.903808594,-35.252624512,-2183.808593750,-223.394912720,-340.619018555,-2155.972412109,
356,-190.065124512,-325.234802246,-2474.565917969,-195.101242065,-21.472261429,-2461.490966797,-318.900146484,-35.255451202,-2183.806884766,-223.391571045,-340.619384766,-2155.975097656,
357,-190.065216064,-325.231445313,-2474.566406250,-195.097274780,-21.469051361,-2461.487548828,-318.902404785,-35.255020142,-2183.816162109,-223.392715454,-340.619079590,-2155.975341797,
358,-190.070846558,-325.235717773,-2474.573974609,-195.102493286,-21.470655441,-2461.489746094,-318.904541016,-35.252101898,-2183.805419922,-223.397171021,-340.622772217,-2155.982421875,
359,-190.065917969,-325.234222412,-2474.566894531,-195.102615356,-21.468841553,-2461.489013672,-318.906280518,-35.251651764,-2183.814941406,-223.394470215,-340.617462158,-2155.976318359,
360,-190.066375732,-325.233764648,-2474.548828125,-195.104705811,-21.468158722,-2461.486816406,-318.909881592,-35.251720428,-2183.822265625,-223.395355225,-340.617309570,-2155.970703125,
361,-190.066482544,-325.233062744,-2474.560058594,-195.103240967,-21.470468521,-2461.483154297,-318.909606934,-35.249794006,-2183.824951172,-223.396514893,-340.619537354,-2155.981689453,
362,-190.068511963,-325.232757568,-2474.559082031,-195.104980469,-21.468053818,-2461.491455078,-318.911682129,-35.247970581,-2183.828613281,-223.395172119,-340.617858887,-2155.979248047,
363,-190.066909790,-325.234558105,-2474.569091797,-195.104400635,-21.469196320,-2461.482910156,-318.913543701,-35.247344971,-2183.837402344,-223.394073486,-340.618164063,-2155.984863281,
364,-190.071334839,-325.236267090,-2474.563476563,-195.105682373,-21.468856812,-2461.490234375,-318.916931152,-35.247428894,-2183.842773438,-223.397033691,-340.618103027,-2155.989501953,
365,-190.074371338,-325.231994629,-2474.581054688,-195.108901978,-21.469066620,-2461.486328125,-318.920959473,-35.246086121,-2183.847412109,-223.399993896,-340.618316650,-2155.986328125,
366,-190.081298828,-325.232604980,-2474.575927734,-195.114318848,-21.470249176,-2461.494384766,-318.924377441,-35.246707916,-2183.840087891,-223.402130127,-340.617492676,-2155.984619141,
367,-190.081527710,-325.234741211,-2474.578857422,-195.115921021,-21.471391678,-2461.475830078,-318.927429199,-35.247219086,-2183.844726563,-223.403839111,-340.619445801,-2155.999511719,
368,-190.083084106,-325.233520508,-2474.577636719,-195.116012573,-21.469490051,-2461.488525391,-318.928802490,-35.248470306,-2183.844238281,-223.402847290,-340.618621826,-2155.996826172,
369,-190.083480835,-325.231292725,-2474.590576172,-195.118804932,-21.471366882,-2461.490722656,-318.928863525,-35.247909546,-2183.838623047,-223.404998779,-340.617126465,-2155.994628906,
370,-190.081710815,-325.232879639,-2474.599609375,-195.118087769,-21.470129013,-2461.489501953,-318.926910400,-35.249519348,-2183.837402344,-223.404724121,-340.617034912,-2156.000732422,
371,-190.080398560,-325.232208252,-2474.583496094,-195.114196777,-21.469987869,-2461.474609375,-318.927520752,-35.248325348,-2183.837158203,-223.403335571,-340.617950439,-2155.996337891,
372,-190.072250366,-325.231475830,-2474.586914063,-195.114562988,-21.472400665,-2461.478027344,-318.925537109,-35.250507355,-2183.835205078,-223.399139404,-340.617797852,-2155.998535156,
373,-190.076126099,-325.231231689,-2474.583984375,-195.115371704,-21.471628189,-2461.473388672,-318.927551270,-35.248954773,-2183.831298828,-223.403030396,-340.617462158,-2156.003662109,
374,-190.079025269,-325.232299805,-2474.588378906,-195.115921021,-21.469890594,-2461.470214844,-318.927642822,-35.250263214,-2183.833496094,-223.404174805,-340.617126465,-2156.000000000,
375,-190.073898315,-325.233215332,-2474.593994141,-195.112899780,-21.471298218,-2461.479736328,-318.920715332,-35.248180389,-2183.829589844,-223.399749756,-340.615509033,-2155.998535156,
376,-190.070693970,-325.232788086,-2474.584228516,-195.111587524,-21.471080780,-2461.475830078,-318.919342041,-35.248134613,-2183.831298828,-223.400665283,-340.615081787,-2156.006103516,
377,-190.073669434,-325.234252930,-2474.581054688,-195.110748291,-21.473752975,-2461.467529297,-318.918670654,-35.247131348,-2183.828369141,-223.401824951,-340.616912842,-2156.013183594,
378,-190.071853638,-325.232391357,-2474.585205078,-195.113693237,-21.472171783,-2461.466064453,-318.918212891,-35.248825073,-2183.828613281,-223.402420044,-340.616851807,-2156.017578125,
379,-190.061614990,-325.229949951,-2474.573486328,-195.108734131,-21.470336914,-2461.463867188,-318.910369873,-35.249320984,-2183.823974609,-223.397781372,-340.615631104,-2156.017089844,
380,-190.063400269,-325.233245850,-2474.591552734,-195.108230591,-21.471767426,-2461.475585938,-318.907226563,-35.247344971,-2183.829833984,-223.396224976,-340.616485596,-2156.019775391,
381,-190.063842773,-325.232727051,-2474.580566406,-195.107162476,-21.473064423,-2461.475830078,-318.904754639,-35.249347687,-2183.824218750,-223.397857666,-340.617645264,-2156.013427734,
382,-190.063751221,-325.230804443,-2474.584472656,-195.111557007,-21.471010208,-2461.466308594,-318.907379150,-35.250526428,-2183.822509766,-223.394729614,-340.616668701,-2155.993164063,
383,-190.062805176,-325.231719971,-2474.575683594,-195.110885620,-21.471446991,-2461.465820313,-318.903015137,-35.250785828,-2183.814941406,-223.394515991,-340.617523193,-2155.982177734,
384,-190.067581177,-325.231719971,-2474.608642578,-195.107238770,-21.472396851,-2461.469970703,-318.904144287,-35.251216888,-2183.818847656,-223.393447876,-340.618621826,-2155.969238281,
385,-190.066070557,-325.231933594,-2474.612792969,-195.108581543,-21.473598480,-2461.462890625,-318.905731201,-35.250541687,-2183.817871094,-223.394393921,-340.619171143,-2155.969726563,
386,-190.069381714,-325.232788086,-2474.614013672,-195.109497070,-21.471565247,-2461.466552734,-318.905700684,-35.252769470,-2183.812500000,-223.393905640,-340.618988037,-2155.969726563,
387,-190.070159912,-325.231872559,-2474.624511719,-195.107284546,-21.472349167,-2461.463623047,-318.904113770,-35.252471924,-2183.809570313,-223.394226074,-340.618011475,-2155.970703125,
388,-190.074432373,-325.230834961,-2474.628173828,-195.107360840,-21.474620819,-2461.479248047,-318.905181885,-35.253559113,-2183.806396484,-223.393875122,-340.617858887,-2155.971923828,
389,-190.075973511,-325.234161377,-2474.633544922,-195.109313965,-21.473064423,-2461.468750000,-318.905670166,-35.255832672,-2183.798339844,-223.397125244,-340.620208740,-2155.974365234,
390,-190.077606201,-325.230010986,-2474.630371094,-195.111068726,-21.474212646,-2461.479492188,-318.906860352,-35.257865906,-2183.797119141,-223.399047852,-340.618988037,-2155.973632813,
391,-190.078125000,-325.228393555,-2474.646728516,-195.107345581,-21.477163315,-2461.468750000,-318.907135010,-35.258804321,-2183.787841797,-223.400360107,-340.621337891,-2155.981445313,
392,-190.084655762,-325.232788086,-2474.658935547,-195.108123779,-21.473672867,-2461.460693359,-318.909149170,-35.260036469,-2183.793212891,-223.402404785,-340.622650146,-2155.987060547,
393,-190.083969116,-325.233215332,-2474.660888672,-195.112060547,-21.473903656,-2461.462402344,-318.910980225,-35.258605957,-2183.790771484,-223.401367188,-340.622253418,-2155.985595703,
